Day_,hour_,House_overall_kW,Dishwasher_kW,Furnace_kW,Home_office_kW,Fridge_kW,Garage_door_kW,Kitchen_kW,Microwave_kW,Living_room_kW,Solar_kW,temperature,humidity,visibility,pressure,windSpeed
157,14,0.94519,1e-05,0.0203,0.03236,0.10103,0.0165,0.00067,0.06303,0.00129,0.02194,52.456,0.696,10,1016.566,1.934
157,15,1.03082,1e-05,0.0204,0.03245,0.0351,0.02113,0.00076,0.00401,0.03933,0.01719,50.744,0.72633,9.81633,1016.363,2.36567
157,16,2.37223,0,0.01986,0.03266,0.05777,0.01275,0.00054,0.00401,0.10205,0.00763,48.70667,0.77667,9.90333,1016.40667,2.31333
157,17,2.27701,0,0.02005,0.03334,0.06661,0.01967,0.00058,0.00399,0.12715,0.00156,47.314,0.8,10,1016.451,3.223
157,18,1.09504,1e-05,0.05326,0.03417,0.09569,0.01269,0.0005,0.08246,0.33262,0.00313,46.04533,0.85133,9.63333,1016.17333,2.19067
157,19,1.24102,1e-05,0.05559,0.14546,0.09948,0.01267,0.00059,0.00391,0.28559,0.00351,45.818,0.85467,9.546,1016.172,0.378
157,20,1.2289,1e-05,0.02379,0.44519,0.03594,0.01299,0.00088,0.0041,0.00187,0.00343,49.788,0.802,9.912,1016.144,1.688
157,21,0.94978,0.01022,0.0206,0.35619,0.08298,0.01302,0.00065,0.00413,0.00184,0.00346,54.48667,0.70667,10,1015.69667,2.17667
157,22,1.45598,0.62459,0.01929,0.07462,0.07636,0.01234,0.00073,0.00411,0.0018,0.00334,57.57867,0.67267,10,1014.96,1.06333
157,23,1.03794,0.65158,0.0193,0.0348,0.02165,0.01236,0.00077,0.00417,0.00178,0.00345,60.172,0.607,10,1014.266,3.635
158,0,0.5072,0.00026,0.02065,0.03458,0.0861,0.01312,0.00061,0.00415,0.00183,0.00347,61.624,0.58133,8.77733,1013.25733,6.33867
158,1,0.43484,0.00027,0.02064,0.03456,0.06516,0.01316,0.00065,0.00414,0.0018,0.00349,59.32233,0.725,6.718,1012.291,4.19
158,2,0.42866,0.00026,0.02075,0.03461,0.02178,0.01315,0.00074,0.004,0.00157,0.00351,57.16067,0.84033,4.57167,1012.055,3.64233
158,3,0.44752,0.00027,0.02059,0.03453,0.08013,0.01314,0.00062,0.00398,0.00164,0.00319,57.61467,0.84933,9.024,1010.95133,5.19267
158,4,0.49973,0.00026,0.02046,0.03367,0.06312,0.01298,0.00065,0.00399,0.0016,0.00248,59.907,0.836,9.802,1009.614,5.662
158,5,0.49071,0.00021,0.02012,0.03259,0.02056,0.0129,0.00075,0.00393,0.07884,0.00763,62.50733,0.80267,10,1008.654,5.62867
158,6,0.87593,0,0.01988,0.0326,0.09527,0.01272,0.00052,0.0039,0.32534,0.03817,63.99833,0.81833,10,1007.93,4.575
158,7,0.69201,0,0.02008,0.0832,0.0361,0.01287,0.00061,0.00401,0.32703,0.03706,65.104,0.812,9.974,1007.366,3.888
158,8,0.64218,2e-05,0.0512,0.09059,0.05658,0.02422,0.0006,0.0041,0.25352,0.20994,65.16633,0.827,9.83967,1007.03067,3.49467
158,9,0.32608,1e-05,0.02058,0.09138,0.07429,0.01975,0.00064,0.00408,0.00172,0.36673,63.99667,0.866,9.52933,1006.71667,2.576
158,10,0.10534,1e-05,0.02012,0.10243,0.01723,0.01284,0.00073,0.00408,0.0017,0.40991,61.993,0.916,8.536,1006.615,3.104
158,11,0.50254,1e-05,0.06739,0.04337,0.08636,0.01271,0.00065,0.00409,0.00181,0.39296,60.39333,0.93333,6.25667,1006.59667,2.79
158,12,0.51064,1e-05,0.04085,0.03181,0.04319,0.02159,0.0008,0.00406,0.0018,0.36863,59.282,0.94367,3.586,1006.10067,2.24267
158,13,0.2781,1e-05,0.02003,0.03183,0.06029,0.01282,0.00067,0.00407,0.0017,0.33327,58.416,0.946,3.73,1005.414,1.902
158,14,0.18202,1e-05,0.0201,0.03185,0.06508,0.01282,0.00062,0.00398,0.00147,0.32182,58.31267,0.94867,3.241,1004.53167,2.78167
158,15,0.24782,1e-05,0.01972,0.03173,0.03804,0.01267,0.00067,0.00397,0.00157,0.12333,58.49733,0.96,1.88067,1003.418,3.82067
158,16,0.73417,1e-05,0.01985,0.03188,0.10206,0.01927,0.00054,0.1197,0.13133,0.1299,58.755,0.95,2.205,1002.425,3.165
158,17,1.00405,1e-05,0.01996,0.03209,0.10102,0.01275,0.00042,0.29242,0.32644,0.06423,60.06867,0.93467,3.66533,1001.656,2.26933
158,18,1.58884,1e-05,0.02034,0.03223,0.04532,0.01622,0.00064,0.07727,0.00186,0.00672,62.17467,0.89033,5.87733,1001.186,4.73033
158,19,0.78959,0,0.02001,0.03349,0.13177,0.01263,0.00052,0.05214,0.00166,0.00274,64.148,0.854,8.08,1000.982,7.464
158,20,0.98061,1e-05,0.04529,0.25659,0.13088,0.01268,0.00057,0.00393,0.00159,0.00322,67.05233,0.79933,9.55267,1001.15267,9.12967
158,21,0.90245,0.06483,0.02007,0.27488,0.12857,0.0128,0.00054,0.00402,0.00169,0.00352,70.89,0.63667,10,1001.39667,12.26333
158,22,1.49498,0.5768,0.01909,0.06658,0.26788,0.01224,0.00069,0.00413,0.00163,0.00335,72.488,0.528,10,1001.593,17.008
158,23,0.96755,0.49384,0.01948,0.03473,0.12626,0.01251,0.00058,0.00414,0.00164,0.00345,72.45867,0.47333,10,1001.694,19.45133
159,0,0.43104,0.00025,0.02062,0.03462,0.0376,0.01309,0.00071,0.00414,0.00172,0.00348,72.07033,0.437,10,1001.95533,20.549
159,1,0.37479,0.00026,0.02061,0.03458,0.0505,0.01315,0.00068,0.00416,0.0017,0.00347,70.298,0.43,10,1002.294,21.164
159,2,0.38807,0.00026,0.02061,0.03459,0.07271,0.01315,0.00065,0.00418,0.0017,0.00346,66.74667,0.46333,10,1003.19333,18.885
159,3,0.37918,0.00027,0.02056,0.03457,0.05678,0.01313,0.00067,0.00416,0.00169,0.00344,63.95333,0.50467,10,1003.81933,18.306
159,4,0.36676,0.00027,0.02034,0.03426,0.04951,0.01303,0.00068,0.00411,0.00163,0.00336,62.477,0.528,10,1004.259,17.111
159,5,0.38048,0.00027,0.02008,0.03257,0.08153,0.0129,0.0006,0.00395,0.00145,0.01823,60.99667,0.52067,10,1004.86933,17.47467
159,6,0.76092,5e-05,0.04001,0.03268,0.0673,0.01286,0.00067,0.004,0.28475,0.05445,59.55633,0.549,10,1005.18067,16.379
159,7,0.76019,1e-05,0.04698,0.03263,0.0393,0.018,0.00071,0.00403,0.14252,0.08419,58.68767,0.55067,10,1006.09867,15.618
159,8,0.39545,0,0.02006,0.07601,0.09443,0.01277,0.00058,0.00399,0.00744,0.15623,56.81467,0.57067,10,1006.65267,11.204
159,9,0.13637,1e-05,0.02021,0.09786,0.00796,0.0129,0.00073,0.004,0.00565,0.25668,55.866,0.58,10,1006.873,11.153
159,10,0.57608,0,0.02006,0.04588,0.09129,0.01968,0.00064,0.00397,0.00263,0.31114,55.47467,0.58133,10,1007.24667,11.41533
159,11,0.26205,1e-05,0.02019,0.03271,0.03453,0.01291,0.00069,0.00397,0.00158,0.3379,54.86167,0.59333,10,1007.18333,11.175
159,12,0.13336,1e-05,0.02029,0.03273,0.05938,0.01756,0.00064,0.00409,0.00173,0.33006,54.418,0.614,10,1007.276,10.936
159,13,0.23433,1e-05,0.02015,0.03266,0.07283,0.015,0.00061,0.00408,0.0017,0.17967,53.63267,0.637,10,1007.14733,10.13067
159,14,0.48656,1e-05,0.02015,0.03315,0.02196,0.02585,0.00073,0.06449,0.00165,0.28385,52.96733,0.66267,10,1007.008,9.81067
159,15,0.26532,1e-05,0.02015,0.04439,0.09767,0.01951,0.00055,0.00407,0.00172,0.21405,52.767,0.676,10,1006.914,10.613
159,16,0.39584,0,0.02016,0.06517,0.02272,0.0128,0.00073,0.00408,0.00173,0.08378,52.96667,0.69,10,1007.14333,11.06333
159,17,0.97419,1e-05,0.02033,0.03356,0.12613,0.01297,0.00063,0.00425,0.00128,0.00191,53.328,0.69367,10,1007.80967,10.54567
159,18,1.08092,1e-05,0.02029,0.03372,0.19615,0.01287,0.00064,0.00418,0.00122,0.00165,54.12,0.692,10,1008.272,10.664
159,19,0.92315,1e-05,0.02023,0.0343,0.14956,0.01287,0.00063,0.00399,0.00121,0.00292,56.29767,0.65833,10,1008.32667,10.65467
159,20,0.96035,0,0.02018,0.03464,0.0078,0.0177,0.00079,0.06456,0.12032,0.00309,59.01467,0.62067,10,1008.198,12.08333
159,21,0.96739,2e-05,0.05502,0.4165,0.03498,0.01293,0.00071,0.004,0.09075,0.0031,61.37,0.59,10,1008.575,13.035
159,22,0.85437,1e-05,0.02073,0.27727,0.0912,0.01304,0.00064,0.00398,0.00161,0.00319,63.36267,0.55933,10,1009.016,13.70933
159,23,0.4433,0,0.02072,0.04639,0.04711,0.01309,0.00069,0.00395,0.00155,0.00352,64.90667,0.53867,10,1008.96033,14.74233
160,0,0.45777,0,0.0208,0.04206,0.06054,0.01313,0.00067,0.00415,0.00179,0.00347,65.998,0.524,10,1008.602,15.3
160,1,0.46129,0,0.02079,0.04203,0.0765,0.01309,0.00064,0.00417,0.0018,0.00346,67.29367,0.51367,10,1007.92533,15.431
160,2,0.33448,0,0.02077,0.04201,0.0208,0.01316,0.00073,0.00411,0.00174,0.0035,67.94,0.50333,10,1007.29667,14.83
160,3,0.51006,0,0.02067,0.04197,0.08755,0.01306,0.00062,0.00413,0.0018,0.00346,67.843,0.507,10,1007.077,15.066
160,4,0.34137,0,0.02046,0.04151,0.02317,0.01306,0.00072,0.00413,0.00177,0.00242,67.098,0.51,10,1006.94,13.95733
160,5,0.42144,1e-05,0.02014,0.04065,0.07033,0.01285,0.00062,0.00395,0.00153,0.00506,65.69233,0.533,10,1007.00733,12.146
160,6,0.70295,0,0.02004,0.04009,0.07355,0.01281,0.00061,0.00397,0.30588,0.05399,63.956,0.572,10,1007.328,10.812
160,7,0.6251,1e-05,0.05246,0.10164,0.08846,0.01764,0.00053,0.01813,0.10151,0.06507,61.92667,0.605,10,1007.65,12.255
160,8,0.53502,1e-05,0.02015,0.06386,0.05107,0.01291,0.00069,0.00396,0.00124,0.15564,59.64867,0.64467,10,1007.648,10.05067
160,9,0.69077,1e-05,0.02013,0.0401,0.04191,0.01289,0.00077,0.00403,0.00101,0.25152,58.117,0.677,10,1008.054,8.4
160,10,1.10372,1e-05,0.02013,0.04007,0.08204,0.01288,0.00071,0.00419,0.00104,0.12769,57.04667,0.708,9.71067,1008.38933,8.064
160,11,0.48693,0.088,0.04953,0.05697,0.01595,0.0129,0.00076,0.00413,0.00151,0.12792,56.139,0.72933,9.98967,1008.86433,6.87067
160,12,0.77901,0.56445,0.01961,0.03959,0.0695,0.01246,0.00069,0.00411,0.00156,0.24503,54.03133,0.761,10,1009.12467,5.45967
160,13,0.634,0.44803,0.01964,0.03948,0.06328,0.01256,0.00068,0.00413,0.00156,0.16943,52.28067,0.78867,10,1008.99933,6.64867
160,14,0.29629,0.00027,0.02048,0.03934,0.02121,0.01297,0.00073,0.00411,0.00156,0.13889,51.528,0.769,10,1009.463,7.134
160,15,0.2598,0.00028,0.02056,0.03936,0.08046,0.01308,0.0006,0.00411,0.00154,0.15873,50.87267,0.76267,10,1010.076,6.594
160,16,0.7291,0.00028,0.02052,0.03933,0.0362,0.01303,0.00078,0.00413,0.00115,0.14168,50.285,0.77833,10,1011.04,6.25667
160,17,0.85789,0.00027,0.02071,0.03934,0.05009,0.01306,0.00078,0.00403,0.00111,0.06478,51.194,0.758,10,1011.514,6.09
160,18,0.69047,0.00027,0.04153,0.03961,0.08915,0.03801,0.00064,0.004,0.00142,0.01001,54.68367,0.69133,10,1011.88933,7.805
160,19,0.92137,0.00024,0.02789,0.04102,0.03131,0.03516,0.00069,0.03383,0.24543,0.00244,58.248,0.606,10,1012.15533,9.82133
160,20,1.3352,1e-05,0.0204,0.23073,0.1171,0.02273,0.00065,0.004,0.25801,0.00298,62.242,0.522,10,1012.17,12.415
160,21,0.70691,1e-05,0.02093,0.32767,0.01395,0.013,0.00076,0.004,0.00164,0.00308,65.50667,0.46667,10,1012.14,12.69667
160,22,0.63362,0,0.02076,0.07811,0.0863,0.01285,0.0006,0.00414,0.00163,0.0034,68.28033,0.429,10,1011.98467,13.03867
160,23,0.5045,0,0.02082,0.04273,0.05589,0.01294,0.00066,0.00417,0.0017,0.0034,70.974,0.398,10,1011.628,11.438
161,0,0.38408,0,0.02092,0.0425,0.03617,0.01313,0.00071,0.0042,0.00171,0.00339,73.41,0.37133,10,1011.19267,12.86467
161,1,0.46094,0,0.02088,0.04244,0.08265,0.01312,0.00061,0.00418,0.00172,0.00341,75.13,0.35067,10,1010.97667,14.45667
161,2,0.35366,0,0.02088,0.04241,0.02023,0.01317,0.00072,0.00418,0.00171,0.00339,76.245,0.34,10,1010.895,13.57
161,3,0.41848,0,0.02083,0.04238,0.06366,0.01311,0.00064,0.00402,0.00166,0.00313,76.46933,0.34,10,1010.82933,12.662
161,4,0.39888,0,0.02083,0.04153,0.06713,0.01313,0.00063,0.004,0.00168,0.00204,76.288,0.34567,10,1010.84833,11.37367
161,5,0.33253,1e-05,0.02066,0.04054,0.0127,0.01301,0.00073,0.004,0.00164,0.01637,75.55,0.356,10,1011.308,9.91
161,6,0.69969,0,0.02013,0.04073,0.0942,0.01286,0.00059,0.004,0.22048,0.01978,73.001,0.40433,10,1012.01167,7.56267
161,7,0.7046,1e-05,0.04889,0.04966,0.04861,0.01811,0.00059,0.01911,0.27898,0.05514,67.62,0.51667,10,1012.51,5.31667
161,8,0.35865,1e-05,0.0204,0.10724,0.05992,0.0129,0.00063,0.0041,0.00157,0.1814,61.942,0.651,10,1013.025,5.365
161,9,0.08319,0,0.02049,0.09968,0.07339,0.01301,0.00058,0.00413,0.00155,0.41438,58.178,0.74133,10,1013.322,2.71733
161,10,0.09342,0,0.02054,0.11358,0.01102,0.01302,0.00072,0.00411,0.00155,0.38714,56.38867,0.783,10,1013.53867,5.46567
161,11,0.2938,1e-05,0.05657,0.09078,0.07747,0.01297,0.00057,0.00409,0.12546,0.38051,55.842,0.79,10,1013.782,5.374
161,12,0.52971,0.2834,0.02669,0.05755,0.05388,0.01265,0.00071,0.04848,0.00437,0.31988,54.67167,0.80667,10,1013.98,3.52667
161,13,0.64398,0.41907,0.0196,0.09195,0.04447,0.01252,0.00075,0.004,0.00157,0.22237,53.37533,0.82733,10,1013.698,2.154
161,14,1.05258,0.47057,0.01963,0.04053,0.07698,0.01243,0.00079,0.004,0.00114,0.27871,53.066,0.839,10,1013.524,3.736
161,15,0.50102,0.00028,0.02047,0.04041,0.00902,0.01298,0.00088,0.004,0.00114,0.24738,51.93933,0.84933,10,1013.65933,4.294
161,16,0.59538,0.00028,0.02035,0.0404,0.08022,0.01296,0.00069,0.00404,0.00126,0.1785,52.33367,0.85,9.67133,1013.85367,5.92467
161,17,0.65204,0.00026,0.04119,0.04061,0.03496,0.01283,0.00068,0.00411,0.20385,0.06938,57.816,0.78467,10,1013.77833,3.54
161,18,0.47535,0.00026,0.02005,0.04043,0.05504,0.01278,0.00065,0.065,0.01896,0.01221,64.14,0.62267,9.99733,1014.02867,5.50533
161,19,0.72567,1e-05,0.02031,0.28595,0.10766,0.01291,0.00062,0.00413,0.00164,0.00276,69.405,0.515,9.964,1014.131,4.646
161,20,0.71339,1e-05,0.02045,0.42209,0.02174,0.01294,0.00072,0.00411,0.00167,0.00338,73.13533,0.462,10,1013.884,5.32133
161,21,0.64719,1e-05,0.02049,0.18882,0.1012,0.01806,0.00057,0.00407,0.00158,0.00338,76.36167,0.40167,10,1013.26,7.13667
161,22,0.54234,0,0.02064,0.08742,0.01194,0.01315,0.00077,0.00399,0.00163,0.00303,78.284,0.354,10,1012.522,8.544
161,23,0.46688,0,0.02085,0.04203,0.12105,0.01325,0.00052,0.004,0.0017,0.00304,79.65733,0.32533,9.91133,1012.02067,11.28933
162,0,0.47019,0,0.02087,0.042,0.11595,0.01322,0.00055,0.004,0.00168,0.00302,80.956,0.31,9.72133,1011.378,9.54667
162,1,0.72876,0,0.02076,0.04192,0.25106,0.01309,0.0006,0.004,0.00169,0.00302,81.762,0.307,10,1010.777,9.499
162,2,0.35048,0,0.02076,0.042,0.03236,0.0132,0.0007,0.0041,0.00163,0.00338,81.87333,0.3,10,1010.25,8.72
162,3,0.30729,0,0.02071,0.04198,0.00515,0.01318,0.00075,0.00418,0.00172,0.00338,81.356,0.30367,10,1009.94367,7.41867
162,4,0.39244,0,0.02059,0.04108,0.09169,0.01312,0.00057,0.00418,0.00168,0.00414,80.288,0.322,10,1009.732,5.432
162,5,0.68428,0,0.0202,0.0403,0.02731,0.01294,0.00076,0.00414,0.24853,0.0043,77.199,0.39633,10,1009.78533,4.11633
162,6,1.02978,1e-05,0.07785,0.05722,0.08208,0.01269,0.00049,0.00414,0.34307,0.03613,70.79,0.554,10,1010.02667,2.782
162,7,0.77188,1e-05,0.02003,0.0709,0.08197,0.01866,0.00061,0.00406,0.1154,0.02638,65.45,0.685,10,1010.375,1.21
162,8,0.18337,1e-05,0.02029,0.0662,0.0343,0.01296,0.00067,0.00404,0.00739,0.23085,63.92867,0.72533,10,1010.66467,1.366
162,9,0.1685,2e-05,0.06067,0.06051,0.09748,0.01282,0.00053,0.00392,0.00404,0.38657,62.79333,0.75267,10,1010.764,1.946
162,10,0.58357,0.00034,0.48316,0.10462,0.02721,0.01213,0.00075,0.00388,0.00219,0.42292,61.308,0.794,10,1010.682,1.79
162,11,0.23521,1e-05,0.04237,0.04802,0.07663,0.01282,0.00051,0.17936,0.04492,0.43689,60.73567,0.81,10,1010.268,2.51833
162,12,0.07722,1e-05,0.01997,0.06218,0.08939,0.01281,0.00055,0.00394,0.00151,0.43275,59.86333,0.83,10,1009.80333,2.80667
162,13,0.09287,0.00069,0.02003,0.04132,0.02035,0.02203,0.00069,0.00393,0.00189,0.39122,59.132,0.84,10,1009.642,2.656
162,14,1.22571,0.66411,0.01854,0.03933,0.13872,0.01644,0.00054,0.00389,0.0013,0.34319,59.05133,0.84,10,1009.476,3.05267
162,15,0.63029,0.4883,0.01909,0.03937,0.01824,0.01221,0.00075,0.00398,0.00136,0.25185,59.21567,0.83233,10,1009.351,3.34033
162,16,0.2756,0.0009,0.02002,0.03917,0.0946,0.01285,0.00055,0.00397,0.00136,0.1414,61.132,0.79,10,1009.346,3.676
162,17,0.42363,0.00027,0.02015,0.03925,0.06858,0.01283,0.00062,0.00398,0.00132,0.06025,64.275,0.72167,10,1009.34167,3.275
162,18,0.35266,0.00028,0.04052,0.03924,0.05004,0.01296,0.00066,0.00394,0.00131,0.01295,67.84333,0.64933,10,1009.38333,5.35533
162,19,0.43957,0.00028,0.02003,0.04059,0.11211,0.01286,0.00052,0.00395,0.00143,0.00258,71.505,0.577,10,1009.111,2.909
162,20,0.38693,0.00026,0.01999,0.04108,0.02743,0.01279,0.0007,0.00388,0.0013,0.00349,75.584,0.49533,10,1008.81867,0.22
162,21,0.40433,0.00027,0.02026,0.0411,0.08976,0.01299,0.00057,0.00402,0.0015,0.00352,77.95733,0.44167,10,1008.75167,1.94467
162,22,0.45476,0.00027,0.02066,0.04119,0.07002,0.0131,0.00064,0.00409,0.00157,0.00348,80.12533,0.379,10,1008.18533,2.545
162,23,0.35583,0.00027,0.02064,0.04115,0.04769,0.01315,0.00067,0.00404,0.00154,0.00355,81.17267,0.35,10,1007.726,3.74133
163,0,0.43661,0.00027,0.0206,0.04109,0.11302,0.01313,0.00053,0.00395,0.00145,0.00357,81.526,0.35,10,1007.213,2.163
163,1,0.32401,0.00028,0.02045,0.04105,0.01046,0.01306,0.00074,0.004,0.00158,0.0031,81.846,0.35,10,1006.82,1.73933
163,2,0.43008,0.00027,0.02032,0.04098,0.10927,0.01299,0.00053,0.004,0.00164,0.00302,81.635,0.35333,9.99333,1006.35,2.28667
163,3,0.34853,0.00027,0.02038,0.04106,0.04367,0.01303,0.00067,0.004,0.00162,0.00302,80.536,0.37,9.968,1005.976,2.344
163,4,0.38894,0.00028,0.02048,0.04014,0.08017,0.01307,0.0006,0.004,0.00159,0.00202,78.54033,0.40967,10,1006.171,3.61567
163,5,0.43585,0.00027,0.02033,0.03911,0.06922,0.01291,0.00062,0.004,0.00155,0.01508,73.254,0.55867,10,1006.64333,4.698
163,6,0.34484,0.00028,0.02006,0.03906,0.04489,0.01279,0.00066,0.00396,0.0014,0.06191,69.647,0.628,10,1007.327,4.091
163,7,0.31198,0.00029,0.02025,0.03909,0.09226,0.01296,0.00056,0.0041,0.00149,0.08824,66.75667,0.69333,10,1007.8,2.81333
163,8,0.17571,0.00029,0.02027,0.03915,0.01632,0.01298,0.00071,0.00411,0.00153,0.13285,64.57933,0.74367,10,1007.87167,1.56167
163,9,0.27625,0.00029,0.01986,0.03901,0.06481,0.01278,0.0006,0.00408,0.00153,0.08872,64.106,0.734,9.984,1008.238,2.806
163,10,0.31901,0.00028,0.02003,0.03903,0.06603,0.01286,0.00061,0.00408,0.00153,0.04749,63.37433,0.70133,9.90367,1008.758,4.945
163,11,0.32665,0.00028,0.02036,0.03959,0.01184,0.013,0.00073,0.00404,0.00147,0.00985,62.014,0.69467,9.84867,1009.30533,6.11867
163,12,0.46633,0.00027,0.02036,0.03932,0.07295,0.01292,0.00062,0.00399,0.00151,0.02166,61.14,0.675,9.83,1009.705,6.205
163,13,0.26521,0.00029,0.02047,0.03917,0.04635,0.01308,0.00066,0.00401,0.00154,0.06356,59.96733,0.666,9.902,1010.19,6.10467
163,14,0.18566,0.00029,0.02048,0.0392,0.03137,0.01308,0.00069,0.004,0.00153,0.14255,58.41367,0.70267,10,1011.06133,5.007
163,15,0.30466,0.00029,0.02022,0.03906,0.07342,0.01296,0.00059,0.004,0.0015,0.07251,60.734,0.66,10,1011.892,4.97
163,16,0.2862,0.00029,0.0198,0.03928,0.02342,0.01275,0.00069,0.00394,0.00137,0.02551,64.59133,0.58833,10,1012.74367,5.38233
163,17,0.3293,0.00029,0.01999,0.03917,0.05333,0.01285,0.00063,0.00407,0.00151,0.02354,67.55667,0.53,10,1013.59,5.66
163,18,0.49097,0.00026,0.03946,0.03935,0.07175,0.01283,0.00062,0.00408,0.00152,0.01555,70.315,0.475,10,1014.165,5.65
163,19,0.32458,0.00028,0.01998,0.04065,0.00516,0.01282,0.00074,0.00409,0.00157,0.00299,72.65733,0.43067,10,1014.57867,4.79867
163,20,0.37139,0.00028,0.02001,0.04094,0.07391,0.01286,0.00059,0.00411,0.00162,0.00338,74.462,0.38933,10,1014.84867,3.50333
163,21,0.35421,0.00027,0.02051,0.04115,0.04633,0.01312,0.00067,0.00414,0.00165,0.00346,75.736,0.364,10,1014.932,2.112
163,22,0.3357,0.00027,0.02055,0.04112,0.03122,0.01315,0.0007,0.004,0.00158,0.0032,77.27667,0.335,10,1014.90667,3.19833
163,23,0.40481,0.00028,0.02067,0.04112,0.07361,0.0132,0.00061,0.004,0.00164,0.00307,78.38067,0.32133,10,1014.85667,3.106
164,0,0.31567,0.00027,0.02061,0.04109,0.01501,0.01318,0.00073,0.004,0.0017,0.00307,78.276,0.311,10,1014.742,1.655
164,1,0.47904,0.00026,0.02042,0.04108,0.06218,0.01299,0.00064,0.004,0.00163,0.00305,78.57667,0.31,10,1014.77667,1.34133
164,2,0.40124,0.00027,0.02032,0.04106,0.05962,0.013,0.00064,0.00401,0.00162,0.00305,78.00067,0.31,10,1014.87667,2.15167
164,3,0.3183,0.00027,0.02038,0.04102,0.01785,0.01307,0.00072,0.004,0.00165,0.00308,76.09233,0.33433,10,1015.40967,4.40467
164,4,0.37765,0.00027,0.02046,0.04034,0.07154,0.01312,0.00061,0.00401,0.00147,0.00284,70.58733,0.46733,10,1016.02933,8.574
164,5,0.30598,0.00028,0.02054,0.0392,0.03285,0.01315,0.00069,0.00415,0.00157,0.02081,65.321,0.575,10,1016.839,8.103
164,6,0.28447,0.00028,0.02038,0.03914,0.04313,0.01305,0.00067,0.00412,0.00158,0.05478,62.112,0.624,10,1017.98867,6.95333
164,7,0.33067,0.00029,0.02023,0.03912,0.07086,0.01296,0.0006,0.00412,0.00153,0.0436,60.17,0.655,10,1018.55833,5.57667
164,8,0.12008,0.00028,0.01997,0.03908,0.00607,0.01274,0.00072,0.00399,0.00138,0.24399,58.288,0.686,9.992,1018.9,4.682
164,9,0.16498,0.00028,0.02029,0.03916,0.07039,0.01288,0.0006,0.00398,0.00134,0.34164,56.912,0.71933,9.96933,1019.13267,4.21133
164,10,0.13506,0.00029,0.02028,0.03932,0.01464,0.01938,0.00071,0.00399,0.00142,0.30282,55.064,0.76067,10,1019.33333,2.80467
164,11,0.08137,0.00029,0.02046,0.03925,0.08952,0.01303,0.00055,0.004,0.00138,0.36473,53.955,0.796,10,1019.665,0.616
164,12,0.13909,0.00029,0.02037,0.03921,0.02826,0.01301,0.00069,0.00399,0.00139,0.19502,53.39333,0.82,9.88667,1020.08667,1.53667
164,13,0.35732,0.00028,0.02048,0.0392,0.0619,0.01303,0.00064,0.00398,0.00141,0.05281,52.4,0.84733,9.78467,1020.866,2.395
164,14,0.39202,0.00026,0.04038,0.0392,0.05612,0.01287,0.00065,0.004,0.00146,0.06986,54.136,0.828,10,1021.58,2.948
164,15,0.2461,0.00029,0.02005,0.03912,0.02855,0.01283,0.00069,0.00399,0.00143,0.07222,59.65,0.728,10,1022.118,3.91767
164,16,0.29322,0.00029,0.02031,0.0392,0.06677,0.01296,0.00062,0.004,0.00146,0.07361,65.034,0.62267,10,1022.71667,4.78133
164,17,0.26591,0.00029,0.02046,0.03924,0.02555,0.01302,0.0007,0.004,0.00146,0.04858,70.265,0.52,10,1023.125,5.8
164,18,0.32839,0.00028,0.02022,0.03965,0.05362,0.01292,0.00064,0.004,0.00151,0.00796,74.81333,0.428,9.95733,1023.336,6.184
164,19,0.40755,0.00028,0.02023,0.04092,0.0653,0.01287,0.00062,0.004,0.00151,0.00277,78.56867,0.35467,9.96533,1023.61467,5.92
164,20,0.42795,0.00026,0.02033,0.04124,0.00511,0.01283,0.00075,0.00404,0.00147,0.00332,80.798,0.296,10,1023.524,4.376
164,21,0.67816,0.00027,0.02718,0.04117,0.07486,0.01293,0.00061,0.02404,0.00161,0.00337,82.26333,0.26733,10,1023.24167,3.97567
164,22,0.49103,0.00027,0.0553,0.04118,0.05263,0.01312,0.00065,0.00418,0.00156,0.00338,83.49667,0.25333,10,1022.94333,4.10333
164,23,0.33994,0.00027,0.02063,0.04112,0.02675,0.01315,0.00069,0.00418,0.00162,0.00339,84.072,0.25,10,1022.742,3.708
165,0,0.39562,0.00028,0.02082,0.04119,0.07176,0.01325,0.00061,0.00408,0.00151,0.00331,83.70333,0.25733,10,1022.612,3.996
165,1,0.32205,0.00027,0.02087,0.04122,0.01965,0.01328,0.00072,0.00401,0.00156,0.00305,82.64833,0.27533,10,1022.49567,5.796
165,2,0.35034,0.00027,0.02079,0.04115,0.05037,0.01324,0.00065,0.004,0.00161,0.00302,80.492,0.32,10,1022.79,6.756
165,3,0.38561,0.00027,0.02059,0.04106,0.07027,0.01314,0.0006,0.004,0.0016,0.00302,75.35333,0.42167,10,1023.45333,8.18667
165,4,0.29702,0.00027,0.0205,0.04018,0.00732,0.01309,0.00073,0.004,0.00155,0.00244,70.11267,0.47467,10,1024.28067,7.67
165,5,0.34956,0.00028,0.02031,0.03921,0.06341,0.013,0.00061,0.00402,0.00141,0.01641,66.831,0.516,10,1025.317,5.903
165,6,0.74199,8e-05,0.02026,0.03929,0.09756,0.01288,0.00053,0.00413,0.25997,0.05818,63.74,0.58533,9.87867,1025.62533,4.78667
